Close,High,Low,Open,Volume,Date
72.46826934814453,72.5285891982157,71.22326675908423,71.47660718407792,135480400,2020-01-02
71.76372528076172,72.52375386627762,71.53933722124737,71.69616734789946,146322800,2020-01-03
72.33555603027344,72.3741616151194,70.63453932655295,70.88547194642054,118387200,2020-01-06
71.995361328125,72.60096759515153,71.7757961977681,72.34521202863968,108872000,2020-01-07
73.15347290039062,73.45507203093307,71.6985589891843,71.6985589891843,132079200,2020-01-08
74.70732879638672,74.90034933748393,73.8797423656215,74.13066759639553,170108400,2020-01-09
74.876220703125,75.44082088635776,74.3743628731269,74.94137084294664,140644800,2020-01-10
76.47591400146484,76.50245856347271,75.07408132346671,75.19231323252647,121532000,2020-01-13
75.4432373046875,76.62309704687446,75.3201898237738,76.41318515734736,161954400,2020-01-14
75.11990356445312,76.12362643206144,74.68801151442514,75.24295837546784,121923600,2020-01-15
76.06089782714844,76.1718916266167,75.30086936839069,75.66278838334783,108829200,2020-01-16
76.90296936035156,76.90537714681764,76.00299474011516,76.30941686178534,137816400,2020-01-17
76.3818130493164,76.97294309653658,76.24428203921465,76.53140508279039,110843200,2020-01-21
76.65446472167969,77.20698922015548,76.56036222573736,76.8667843985574,101832400,2020-01-22
77.02362823486328,77.10324719984139,76.15984382890906,76.70755279875391,104472000,2020-01-23
76.80164337158203,78.01286327957854,76.61103058846822,77.26972598534742,146537600,2020-01-24
74.54325866699219,75.223660842835,73.56124993820636,74.81107521306389,161940000,2020-01-27
76.65205383300781,76.8233601467646,75.32501712161712,75.42394256005781,162234000,2020-01-28
78.25655364990234,79.103446634538,77.54236874294361,78.28309821074268,216229200,2020-01-29
78.14315032958984,78.19623208684209,76.90780110255082,77.33969324731856,126743200,2020-01-30
74.67837524414062,77.85602021422844,74.38401413760657,77.43378134455115,199588400,2020-01-31
74.47329711914062,75.63867332859459,72.91945726436026,73.42131515382538,173788400,2020-02-03
76.93194580078125,77.12255860741972,75.67246691320435,76.07781457826587,136616400,2020-02-04
77.55924987792969,78.35788393608293,76.95605150390088,78.05869253554688,118826800,2020-02-05
78.46646881103516,78.46888396119307,77.27214024163042,77.82949504667184,105425600,2020-02-06
77.39990997314453,78.21495018710938,76.90895061507658,77.96584287500079,117684000,2020-02-07
77.76750183105469,77.76750183105469,75.90524599878522,75.98505390529154,109348800,2020-02-10
77.2983169555664,78.33586413946524,77.08065162389036,78.26331148915241,94323200,2020-02-11
79.13397216796875,79.13880655058661,77.74815764169257,77.74815764169257,113730400,2020-02-12
78.57047271728516,78.89697445434517,78.20286026576835,78.4060150979807,94747600,2020-02-13
78.58980560302734,78.83891285274403,78.08191495757227,78.53901137196604,80113600,2020-02-14
77.1507797241211,77.3321687046637,76.08904601525819,76.2704349958008,152531200,2020-02-18
78.26813507080078,78.49789739964547,77.39263210107522,77.39263210107522,93984000,2020-02-19
77.4651870727539,78.51724467318775,76.95971731481961,78.0287063254119,100566000,2020-02-20
75.71175384521484,77.50146427081181,75.09503429364842,77.05887104659352,129554000,2020-02-21
72.11543273925781,73.56654484289926,69.950861613102,71.8929330165793,222195200,2020-02-24
69.6727066040039,73.16747023858986,69.20109972929876,72.78534740458967,230673600,2020-02-25
70.77798461914062,72.04287320574078,69.29059633111234,69.2978515957081,198054800,2020-02-26
66.15135955810547,69.16967532004576,66.01592302206369,67.98460193931137,320605600,2020-02-27
66.1126708984375,67.33402814341571,62.00360705177279,62.218858912688944,426510000,2020-02-28
72.2677993774414,72.90387135222704,67.16714131154524,68.26998589980724,341397200,2020-03-02
69.97261047363281,73.52299545653904,69.12128685520182,73.44318755767915,319475600,2020-03-03
73.2182846069336,73.37790783984885,70.89409003325196,71.69461969933852,219178400,2020-03-04
70.84329986572266,72.44677262458974,70.4781009386349,71.47210923904862,187572800,2020-03-05
69.90247344970703,70.33539053552722,68.01603106687887,68.20225442366566,226176800,2020-03-06
64.37377166748047,67.25664434069014,63.60709732294457,63.78848638375145,286744800,2020-03-09
69.01005554199219,69.27609424415243,65.14767842910632,67.02687337652254,285290000,2020-03-10
66.6133041381836,68.0136294855381,65.74989060302927,67.08733944027128,255598800,2020-03-11
60.034915924072266,65.30003455864062,59.97929100201063,61.8995963124533,418474000,2020-03-12
67.22760772705078,67.69922212839465,61.176469024415624,64.06418648557232,370732000,2020-03-13
58.57897186279297,62.65901004477626,58.044477343492844,58.51608798383502,322423600,2020-03-16
61.154693603515625,62.30348685183075,57.6575122464136,59.860783996429895,324056000,2020-03-17
59.65762710571289,60.46299463712357,57.3479399725011,57.98884992987561,300233600,2020-03-18
59.200531005859375,61.14985749394757,58.67571261986398,59.831764860050804,271857200,2020-03-19
55.4421501159668,60.905585546401824,55.14225232740792,59.78097160708233,401693200,2020-03-20
54.26433563232422,55.263185639015276,51.420157253571155,55.16160823517076,336752800,2020-03-23
59.70841979980469,59.904319319039914,56.66592135701882,57.164135860349994,287531200,2020-03-24
59.37950134277344,62.458276127894656,59.084441621112084,60.64438621130527,303602000,2020-03-25
62.504234313964844,62.56227643476942,59.58266157820947,59.621358785658394,252087200,2020-03-26
59.91641616821289,61.882670430565696,59.74953769675213,61.12809336695391,204216800,2020-03-27
61.626312255859375,61.798028812791074,60.317891949823974,60.64197645935922,167976400,2020-03-30
61.500545501708984,63.483731229594824,60.94670602705082,61.8173747321562,197002000,2020-03-31
58.26456832885742,60.15343192722889,57.83407204839957,59.61652017243426,176218400,2020-04-01
59.2368049621582,59.290012694130326,57.29473381628088,58.12670523580675,165934000,2020-04-02
58.385498046875,59.423041606914005,57.795378517377415,58.721672212892855,129880000,2020-04-03
63.47890090942383,63.63368236649505,60.31305880719071,60.68067122588063,201820400,2020-04-06
62.74366760253906,65.71119660334946,62.63967300560569,65.49352388136515,202887200,2020-04-07
64.34956359863281,64.66396824725281,63.17900080091498,63.544192303076315,168895200,2020-04-08
64.81391906738281,65.31697539124775,64.0182312530311,64.98563931197687,161834800,2020-04-09
66.08606719970703,66.19490356550595,64.29152188952229,64.89131758100808,131022800,2020-04-13
69.42361450195312,69.71383985781922,67.24694647516952,67.71856083326759,194994800,2020-04-14
